564,1404783.832,2200072.430,1086.047,CM4
565,1404788.101,2200058.037,1086.342,SW9 PT
566,1404780.521,2200060.887,1085.896,SW9
567,1404783.373,2200072.731,1086.007,SW11
568,1404791.011,2200071.899,1086.588,SW11 PC
569,1404803.402,2200076.132,1086.505,SW12
570,1404801.833,2200076.444,1086.561,SW12 PC
571,1404803.283,2200078.721,1086.519,35-MB2389
572,1404782.783,2200078.025,1081.274,RCP-15 FES
573,1404774.961,2200054.192,1080.720,RCP-15 FES
574,1404767.424,2200025.965,1079.579,CM7 CPED
575,1404776.816,2200029.096,1082.787,CM7-DIR
576,1404803.391,2200091.009,1086.962,CM6
577,1404796.068,2200092.468,1087.049,CM5
578,1404795.405,2200092.795,1087.035,SW11
579,1404805.243,2200090.811,1086.904,SW12
580,1404807.295,2200090.260,1086.363,GL4
581,1404810.839,2200103.185,1086.701,W6 W8
582,1404812.273,2200103.131,1086.672,G4
583,1404796.664,2200103.969,1087.056,W8
584,1404804.951,2200132.443,1088.104,SW11
585,1404806.910,2200132.589,1088.111,CM5 CMH
586,1404812.291,2200130.618,1088.012,CM6-2F
587,1404810.948,2200136.251,1088.200,CM6
588,1404809.004,2200141.025,1088.405,CM5
589,1404809.430,2200143.421,1088.284,TSB
590,1404804.014,2200144.760,1088.251,CM6
591,1404804.313,2200147.851,1088.517,SN-MILE2.94
592,1404802.471,2200154.704,1088.212,SN-SILVER.COMET.CMBRLND.CNCTR
593,1404802.616,2200151.575,1088.032,CM6
594,1404806.626,2200139.596,1088.327,SW11
595,1404814.088,2200127.387,1087.819,SW12
596,1404816.169,2200127.099,1087.340,GL4
597,1404816.417,2200136.377,1088.122,SW12
598,1404818.206,2200138.073,1088.160,SW12
599,1404819.311,2200139.954,1087.761,GL4
600,1404819.462,2200145.832,1087.939,GL4-N
601,1404821.372,2200148.868,1087.982,W6
602,1404824.043,2200148.201,1087.863,G4
603,1404826.500,2200156.815,1088.056,G4
604,1404821.788,2200167.579,1088.523,G4
605,1404810.032,2200170.859,1089.037,G4
606,1404797.303,2200179.617,1090.036,G4
607,1404781.368,2200188.902,1090.913,G4-DIR
608,1404817.669,2200159.238,1088.402,GL4
609,1404810.265,2200175.198,1089.031,GL4-N
610,1404809.757,2200171.986,1087.767,SP-NFMAG
611,1404804.439,2200151.341,1088.942,SW11
612,1404809.607,2200174.974,1089.055,SW11
613,1404805.944,2200173.992,1089.511,TSB
614,1404810.314,2200140.131,1088.371,SP-NF-AERIAL.TARGET?
615,1404805.396,2200165.079,1089.026,TP-ARM
616,1404799.384,2200166.669,1089.107,CM5
617,1404795.989,2200164.928,1088.424,CM6
618,1404788.530,2200179.586,1090.036,CM6
619,1404788.843,2200179.638,1090.056,CMH
620,1404788.309,2200181.910,1090.467,CM6
621,1404791.768,2200179.518,1090.274,CM5
622,1404791.398,2200188.397,1090.095,CM5-LV3
623,1404789.588,2200189.084,1090.118,CM6-2F
624,1404792.719,2200195.100,1090.479,CM6
625,1404794.653,2200201.261,1090.795,CM5
626,1404798.076,2200213.387,1090.589,CM5
